Corridor #,Corridor Description,Corridor Num and Description,FY,Clean Corridor,Type,Detailed Type,Midpoint times,Side of street,SupDistrict,DPW Zone,Representative Street Segment,CNN (Route ID),Evaluation date,Evaluator name,Inspector,"11  Score (10, 20, or 30 score)","21  Litter (10, 20, or 30 score)","22  Grime, Leaks, Spills (% of sidewalk w/out)","24  Illegal Dumping (Y/N, where Y=none)","251  Feces, Needles, Condoms (Y/N, where Y=none)","252  Broken Glass (Y/N, where Y=none)",26  Odors (DPW),27  Odors (nonDPW),31  Public (DPW),32 Public (nonDPW),33  Private (Please indicate nearest address on attached work s,"34 Sidewalk (# on sidewalk, preiously 23)",Total # Trash Receptacles,41  Fullness,42  Cleanliness of trash receptacles,43  Cleanliness around trash receptacles,44  Painting,45  Structural integrity & function,46  Doors,Total # Trees,51  Cleanliness,52  Tree Appearance,53  Weediness,54  Clearance,11 pass,21  Pass,22  Pass,31  Pass,32 Pass,33  Pass,34 Pass,41  Pass,42  Pass,43  Pass,44  Pass,45  Pass,46  Pass,51  Pass,52  Pass,53 Pass,54  Pass,Longitude,Latitude,Location,Priority
,Judah St -- 33rd to 36th,,2016-17,,Residential,Residential,"Tue 12PM to 5PM, Wed 8AM to 12PM",R,4,F,Judah St  :  Pino Aly  -  36th Ave,7671000,09/13/2016 12:00:00 AM,Jordan,JBR,1,1,0.971666666666667,1,1,0,1,1,0,6.333333333333333,0,1,0,,,,,,,1,1,1,1,1,1,1,1,1,0,1,0,,,,,,,1,1,1,1,-122.4946931,37.76092062,,Regular
75,Van Ness 6: Golden Gate - Bush,#75 Van Ness 6: Golden Gate - Bush,2015-16,Clean Corridor,Commercial,Residential,Fri 12PM to 5PM,L,5,C,Van Ness Ave  :  Golden Gate Ave  -  Turk St,13148101,08/28/2015 12:00:00 AM,Melanie,JBR,1.333333333333333,2.25,0.946666666666667,0,1,1,1,1,8.625,9.458333333333334,5,1,10,1,1,1,1,1,1,53,0.503240740740741,0.983333333333333,0.983333333333333,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,-122.4204395,37.78103084,,Regular
8,Stockton: Green - Sacramento,#8 Stockton: Green - Sacramento,2015-16,Clean Corridor,Commercial,Mixed Use,Wed 12PM to 5PM,L,3,A,Stockton St  :  Sacramento St  -  Clay St,12204000,05/18/2016 12:00:00 AM,Melanie,JBR,2.166666666666667,2.416666666666667,0.935,1,1,1,1,1,0.083333333333333,2.416666666666666,0.333333333333333,0.083333333333333,5,0.75,1,0.75,1,1,1,2,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,-122.4077272,37.7931783,,Regular
,Filbert St -- Franklin to Webster,,2015-16,,Residential,Residential,"Fri 2nd, 4th 9AM to 11AM",L,2,A,Filbert St  :  Octavia St  -  Laguna St,5518000,09/11/2015 12:00:00 AM,Melanie,JBR,1.133333333333333,1.133333333333333,0.985333333333333,0,0,1,1,1,0.066666666666667,1.6,0,0.066666666666667,1,1,1,1,1,1,1,39,0.816969696969697,1,0.98,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,-122.4291022,37.79885752,,Regular
93,Justin Herman Plaza around,#93 Justin Herman Plaza around,2015-16,Clean Corridor,Commercial,Public/Commercial,Fri 12PM to 5PM,L,3,A,Steuart St  :  Market St  -  Don Chee Way,12158001,03/25/2016 12:00:00 AM,Melanie,JBR,1.229166666666666,1.555952380952381,0.961440476190476,1,0,1,1,1,0.091666666666667,3.470238095238095,0,0.041666666666667,4,0.833333333333333,1,1,1,1,1,48,0.834444444444444,1,0.863492063492063,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,-122.3947476,37.79447972,,Regular
7,Grant: Broadway - California,#7 Grant: Broadway - California,2015-16,Clean Corridor,Commercial,Mixed Use/Commercial,Wed 12PM to 5PM,L,3,A,Grant Ave  :  California St  -  Sacramento St,6392000,07/29/2015 12:00:00 AM,Saul,JBR,2.38095238095238,2.738095238095238,0.813571428571428,1,1,0,1,1,0,2.642857142857143,0.428571428571429,0.142857142857143,1,1,1,1,1,1,1,0,,,,,0,0,0,1,0,0,0,1,1,1,1,1,1,,,,,-122.4059381,37.79245075,,Regular
,Chestnut St -- Van Ness to Laguna,,2015-16,,Residential,Residential,"Tue 2nd, 4th 9AM to 11AM",R,2,A,Chestnut St  :  Franklin St  -  Gough St,3971000,02/09/2016 12:00:00 AM,Melanie,JBR,1.375,1.25,0.961875,1,1,1,1,1,0,2.1875,1.25,0.25,1,1,1,1,1,1,1,10,1,1,0.888888888888889,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,-122.4263773,37.80207187,,Regular
103,"Fillmore I: Hayes, Laguna - Gough","#103 Fillmore I: Hayes, Laguna - Gough",2016-17,,Commercial,Commercial,Mon 8AM to 12PM,R,5,C,Hayes St  :  Gough St  -  Octavia St,6816000,10/10/2016 12:00:00 AM,Jordan,JBR,1.675,1.175,0.9505,1,1,1,1,1,0.25,2.4,0.15,0.1,0,,,,,,,37,0.958333333333333,1,1,1,1,1,1,0,0,0,0,,,,,,,1,1,1,1,-122.4229781,37.77688353,,Regular
,27th Ave -- Quintara to Taraval,,2016-17,,Residential,Residential,"Mon 1st, 3rd 8AM to 10AM",L,4,F,27th Ave  :  Quintara St  -  Rivera St,1558000,10/17/2016 12:00:00 AM,Jordan,JBR,1,1,0.978,1,1,1,1,1,0,0.333333333333333,0,0,0,,,,,,,20,1,0.611111111111111,1,1,1,1,1,1,0,1,1,,,,,,,1,0,1,1,-122.4846537,37.74826719,,Regular
,25th Ave -- Lawton to Ortega,,2015-16,,Residential,Residential,"Thu 2nd, 4th  8AM to 10AM",L,4,F,25th Ave  :  Lawton St  -  Moraga St,1385000,12/10/2015 12:00:00 AM,Melanie,JBR,1.266666666666667,1.2,0.969333333333333,1,1,1,1,1,0.066666666666667,1.333333333333333,0,0.066666666666667,0,,,,,,,26,0.916666666666667,0.892857142857143,0.863095238095238,1,1,1,1,0,0,1,0,,,,,,,1,0,0,1,-122.4831615,37.75768385,,Regular
,Saint Francis Blvd -- Junipero Serra to Santa Clara Ave,,2015-16,,Residential,Residential,"Thu 1st, 3rd  10AM to 12PM",R,7,F,Saint Francis Blvd  :  Sloat Blvd  -  San Rafael Way,11294101,01/07/2016 12:00:00 AM,Melanie,JBR,1,1,0.969166666666667,1,1,1,1,1,0,0.916666666666667,0,0,0,,,,,,,28,1,1,1,1,1,1,1,1,0,1,1,,,,,,,1,1,1,1,-122.4715693,37.73470681,,Regular
,Campbell Ave -- San Bruno to Delta,,2015-16,,Residential,Residential,Mon 12PM to 5PM,L,10,E,Campbell Ave  :  Holyoke St  -  Alpha St,3642000,11/09/2015 12:00:00 AM,Melanie,JBR,1.080952380952381,1.238095238095238,0.969087301587302,0,0,1,1,1,0,1.297619047619048,0.083333333333333,0.288888888888889,0,,,,,,,7,1,1,1,1,1,1,1,1,0,0,0,,,,,,,1,1,1,1,-122.4035066,37.71435723,,Regular
31,Polk B: California - Vallejo,#31 Polk B: California - Vallejo,2016-17,Clean Corridor,Commercial,Commercial,Thu 12PM to 5PM,L,3,A,Polk St  :  California St  -  Sacramento St,10570000,12/15/2016 12:00:00 AM,Ladavid,JBR,1.714285714285715,1.285714285714286,0.945238095238095,1,1,1,1,1,0,0.714285714285714,0.047619047619048,0.142857142857143,4,1,1,1,1,1,0.75,24,0.942857142857143,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,-122.4206874,37.79057826,,Regular
,Webster St -- Bromley Pl to Green,,2016-17,,Residential,Residential,"Mon 1st, 3rd  9AM to 11AM",L,2,A,Webster St  :  Vallejo St  -  Green St,13553000,09/12/2016 12:00:00 AM,Jordan,JBR,1,1,0.973333333333333,1,1,1,1,1,0,1.541666666666666,0,0.166666666666667,4,1,1,1,1,1,1,12,1,1,0.888888888888889,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,-122.4334691,37.79543518,,Regular
28,Geary A: Arguello - 7th,#28 Geary A: Arguello - 7th,2015-16,Clean Corridor,Commercial,Commercial,Fri 12PM to 5PM,R,1,C,Geary Blvd  :  Arguello Blvd  -  02nd Ave,6057101,05/20/2016 12:00:00 AM,Melanie,JBR,1.444444444444445,1.611111111111111,0.958333333333333,0,1,1,1,1,0,4.055555555555555,0.333333333333333,0.111111111111111,3,1,1,1,1,1,1,20,0.635,1,0.735,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,-122.4588587,37.78125706,,Regular
10,Larkin: O'Farrell - Sacramento,#10 Larkin: O'Farrell - Sacramento,2016-17,Clean Corridor,Commercial,Residential/Public,Thu 12PM to 5PM,L,6,B,Larkin St  :  O'Farrell St  -  Myrtle St,8130000,07/07/2016 12:00:00 AM,Jordan,JBR,1.444444444444444,1.25,0.944444444444444,1,0,1,1,1,0.166666666666667,10.055555555555555,4.583333333333333,3.5,4,1,1,1,1,1,1,34,0.712962962962963,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,-122.4179014,37.78516721,,Regular
,Ulloa St -- Laguna Honda Blvd to Dorchester Way,,2016-17,,Residential,Residential,"Tues 2nd, 4th  1PM to 3PM",L,7,F,Ulloa St  :  Laguna Honda Blvd  -  Waithman Way,12778000,01/10/2017 12:00:00 AM,Jordan,JBR,1,1,0.972,1,1,1,1,1,0,0,0,0,0,,,,,,,9,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,1,1,1,-122.4559052,37.74348245,,Regular
,Cabrillo St -- 42nd to 47th Ave,,2015-16,,Residential,Residential,"Thur 1st, 3rd 12PM to 2PM",R,1,C,Cabrillo St  :  43rd Ave  -  44th Ave,3510000,02/04/2016 12:00:00 AM,Melanie,JBR,1.2,1.7,0.965,1,0,1,0,1,0,3,0,0.3,0,,,,,,,34,0.88,1,0.6,1,1,1,1,1,0,1,0,,,,,,,0,1,0,1,-122.5036086,37.77355433,,Regular
87,Cortland: Folsom St - Bocanna,#87 Cortland: Folsom St - Bocanna,2016-17,Clean Corridor,Commercial,Residential/Commercial,Wed 12PM to 5PM,R,9,D,Cortland Ave  :  Bocana St  -  Bennington St,4423000,01/25/2017 12:00:00 AM,Jordan,JBR,1.8125,1.125,0.964375,1,1,1,1,1,0.25,2.5,0,0.25,3,1,1,1,1,1,1,31,0.958333333333333,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,-122.4185844,37.73929728,,Regular
,Lane St -- Palou to Underwood,,2015-16,,Residential,Residential,Thurs 12PM to 5pm,L,10,E,Lane St  :  Palou Ave  -  Quesada Ave,8089000,03/18/2016 12:00:00 AM,Melanie,JBR,1.4,1.3,0.962,1,0,1,1,1,0,1.6,0,0.3,0,,,,,,,19,0.2,0.533333333333333,0.466666666666667,1,1,1,1,1,0,1,0,,,,,,,0,0,0,1,-122.3890351,37.7329189,,Regular
9,Polk A: California - O'Farrell,#9 Polk A: California - O'Farrell,2016-17,Clean Corridor,Commercial,Residential,Thu 12PM to 5PM,L,6,B,Polk St  :  O'Farrell St  -  Myrtle St,10559000,10/13/2016 12:00:00 AM,Ladavid,JBR,1.090909090909091,1,0.941212121212121,1,1,1,1,1,0,3.666666666666667,1.636363636363636,0.090909090909091,4,1,1,0.75,1,1,1,51,0.946969696969697,0.96969696969697,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,-122.4195479,37.78496026,,Regular
43,24th Bart,#43 24th Bart,2015-16,Clean Corridor,Commercial,Public/Commercial,Thu 12PM to 5PM,L,9,D,24th St  :  Capp St  -  Lilac St,1344000,10/15/2015 12:00:00 AM,Melanie,JBR,1.5,1.85,0.9525,0,1,1,1,1,9.65,22.95,13.65,1.8,7,1,1,1,1,1,1,14,0.777777777777778,0.944444444444444,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,-122.4173578,37.75230598,,Regular
45,3rd St B: Mariposa - 23rd,#45 3rd St B: Mariposa - 23rd,2015-16,Clean Corridor,Commercial,Mixed Use,Wed 12PM to 5PM,L,10,E,03rd St  :  Mariposa St  -  18th St,187101,03/02/2016 12:00:00 AM,Melanie,JBR,1.068571428571429,1.12,0.968628571428571,1,0,1,1,1,0.085714285714286,3.68,0.497142857142857,0.194285714285714,3,1,1,1,1,1,1,81,0.657967914438503,0.988235294117647,0.886274509803922,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,-122.3888513,37.76432184,,Regular
,Madrid St -- Silver Ave to Persia,,2015-16,,Residential,Residential,Fri 12PM to 5PM,R,11,E,Madrid St  :  Silver Ave  -  Peru Ave,8603000,10/29/2015 12:00:00 AM,Melanie,JBR,1.76,1.6,0.9725,0,0,1,1,1,0.15,0.24,0,0.04,0,,,,,,,31,0.535714285714286,0.9875,0.871428571428572,1,1,1,1,0,0,1,0,,,,,,,0,1,0,1,-122.42758,37.7285663,,Regular
94,Castro,#94 Castro,2016-17,Clean Corridor,Commercial,Commercial,Fri 12PM to 5PM,L,8,D,Castro St  :  Market St  -  18th St,3790000,11/04/2016 12:00:00 AM,Ladavid,JBR,1,1.466666666666667,0.96,1,1,1,1,1,0,1.583333333333333,0,0.333333333333333,4,1,1,1,1,1,1,17,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,-122.435188,37.76267071,,Regular
29,Geary B: 17th - 23rd,#29 Geary B: 17th - 23rd,2015-16,Clean Corridor,Commercial,Commercial,Fri 12PM to 5PM,R,1,C,Geary Blvd  :  17th Ave  -  18th Ave,6074101,06/10/2016 12:00:00 AM,Jordan,JBR,1.916666666666667,1.666666666666667,0.950833333333333,1,0,1,1,1,0.166666666666667,6.25,3.333333333333334,0.5,5,1,1,1,1,1,1,44,0.403409090909091,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,-122.4761692,37.78047585,,Regular
38,Church St: Duboce - 18th,#38 Church St: Duboce - 18th,2016-17,Clean Corridor,Commercial,Public,Thu 12PM to 5PM,R,8,D,18th St  :  Dolores St  -  Church St,887000,12/08/2016 12:00:00 AM,Jordan,JBR,1.1125,1.125,0.969375,1,1,1,1,1,0.09375,6.30625,0,1.08125,8,1,1,1,1,1,1,69,0.982142857142857,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,-122.4260765,37.76142713,,Regular
,Lane St -- Palou to Underwood,,2015-16,,Residential,Residential,Thurs 12PM to 5pm,L,10,E,Lane St  :  Palou Ave  -  Quesada Ave,8089000,09/18/2015 12:00:00 AM,Melanie,JBR,1.7,1.3,0.969,0,0,0,0,1,0,1.6,0,0.4,0,,,,,,,21,0.31,0.71,0.5,1,1,1,1,1,0,1,0,,,,,,,0,0,0,1,-122.3890351,37.7329189,,Regular
47,3rd St D: Galvez - Oakdale,#47 3rd St D: Galvez - Oakdale,2015-16,Clean Corridor,Commercial,Commercial,Wed 12PM to 5PM,L,10,E,03rd St  :  Galvez Ave  -  Hudson Ave,204101,06/15/2016 12:00:00 AM,Jordan,JBR,1.5,1.625,0.875,1,0,0,1,0,1.3125,0.8125,0.6875,0,12,1,0.928571428571429,0.928571428571429,1,1,1,51,0.610714285714286,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,-122.3884759,37.74110763,,Regular
13,Haight (Upper): Stanyan - Central,#13 Haight (Upper): Stanyan - Central,2016-17,Clean Corridor,Commercial,Public/Commercial,Tue 12PM to 5PM,R,5,C,Haight St  :  Central Ave  -  Masonic Ave,6617000,10/11/2016 12:00:00 AM,Ladavid,JBR,1.1,1,0.962333333333333,0,1,1,1,1,0.266666666666667,5.502380952380952,0,0.733333333333333,7,1,1,1,1,1,1,46,0.989795918367347,0.979591836734694,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,-122.4436491,37.77042637,,Regular
88,Judah: 42nd - 48th,#88 Judah: 42nd - 48th,2016-17,Clean Corridor,Commercial,Residential,Wed 12PM to 5PM,R,4,F,Judah St  :  42nd Ave  -  43rd Ave,7679000,12/28/2016 12:00:00 AM,Ladavid,JBR,1.583333333333333,1,0.945833333333333,0,0,1,1,1,0.333333333333333,2.916666666666666,0.166666666666667,0.166666666666667,3,1,1,1,1,1,0.666666666666667,22,0.75,0.558712121212121,0.683712121212121,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,-122.5016396,37.76061395,,Regular
95,Fillmore A: along Sutter,#95 Fillmore A: along Sutter,2015-16,,Commercial,Residential,Thu 12PM to 5PM,L,5,C,Sutter St  :  Laguna St  -  Buchanan St,12335000,11/19/2015 12:00:00 AM,Melanie,JBR,1.125,1.375,0.962291666666667,1,1,1,1,1,0.125,4.125,0.5,0.125,4,1,1,1,1,1,1,43,0.799873737373738,0.977272727272727,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,-122.4283356,37.78671266,,Regular
,Moncada Way -- Urbano Dr to Junipero Serra,,2016-17,,Residential,Residential,"Wed 2nd, 4th 10AM to 12PM",R,7,F,Moncada Way  :  Moncada Way  -  Moncada Way,9236000,07/27/2016 12:00:00 AM,Jordan,JBR,1,1,0.98,1,1,1,1,1,0,0.291666666666667,0,0,0,,,,,,,1,1,1,1,1,1,1,1,1,0,1,1,,,,,,,1,1,1,1,-122.4689574,37.72746415,,Regular
45,3rd St B: Mariposa - 23rd,#45 3rd St B: Mariposa - 23rd,2016-17,Clean Corridor,Commercial,Mixed Use,Wed 12PM to 5PM,L,10,E,03rd St  :  Mariposa St  -  18th St,187101,02/15/2017 12:00:00 AM,Ladavid,JBR,1.05,1,0.945,1,1,1,1,1,0,0.328571428571429,0,0,2,1,1,1,1,1,1,82,1,1,0.8,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,-122.3888513,37.76432184,,Regular
63,Duboce: Valencia - Potrero,#63 Duboce: Valencia - Potrero,2015-16,Clean Corridor,Commercial,Mixed Use,Mon 8AM to 12PM,L,9,D,13th St  :  Bryant St  -  Harrison St,548101,04/18/2016 12:00:00 AM,Melanie,JBR,1.198412698412698,1.742063492063492,0.947724867724868,1,1,0,1,1,0.064814814814815,3.92989417989418,0.527777777777778,2.088624338624339,5,1,1,1,1,1,1,12,0.1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,-122.4109311,37.76941119,,Regular
45,3rd St B: Mariposa - 23rd,#45 3rd St B: Mariposa - 23rd,2015-16,Clean Corridor,Commercial,Mixed Use,Wed 12PM to 5PM,L,10,E,03rd St  :  Mariposa St  -  18th St,187101,09/02/2015 12:00:00 AM,Melanie,JBR,1,1.066666666666667,0.960333333333333,1,1,0,1,1,0.106666666666667,3.086666666666666,0.333333333333333,0,3,1,1,1,1,1,1,86,0.762982768865122,0.90156862745098,0.966666666666667,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,-122.3888513,37.76432184,,Regular
19,Mission E:  France - Rolph,#19 Mission E:  France - Rolph,2016-17,Clean Corridor,Commercial,Commercial,Fri 12PM to 5PM,R,11,E,Mission St  :  France Ave  -  Kenny Aly,9173101,01/13/2017 12:00:00 AM,Ladavid,JBR,1.133333333333333,1.1,0.95,0,1,1,1,1,0,0.416666666666667,0.433333333333333,0,2,1,1,1,1,1,0.5,21,0.8,0.9,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,-122.4383294,37.72001553,,Regular
,30th Ave -- Pacheco to Taraval,,2016-17,,Residential,Residential,"Mon 1st, 3rd 9AM to 11AM",R,4,F,30th Ave  :  Rivera St  -  Santiago St,1658000,02/20/2017 12:00:00 AM,Jordan,JBR,1,1,0.975,1,1,1,1,1,0,0.35,0,0,0,,,,,,,14,1,0.888888888888889,1,1,1,1,1,1,0,1,1,,,,,,,1,0,1,1,-122.4877362,37.74625961,,Regular
99,Fillmore E: Geary - Eddy,#99 Fillmore E: Geary - Eddy,2015-16,,Commercial,Residential/Commercial,Thu 12PM to 5PM,L,5,C,Eddy St  :  Fillmore St  -  Steiner St,5072000,02/11/2016 12:00:00 AM,Melanie,JBR,1.395833333333333,1.404166666666667,0.9665,1,1,1,1,1,0,1.5125,0.625,0,9,1,1,1,1,1,1,33,0.975,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,-122.432329,37.78142837,,Regular
39,Potrero A: 15th - 20th,#39 Potrero A: 15th - 20th,2015-16,Clean Corridor,Commercial,Mixed Use/Commercial,Thu 12PM to 5PM,R,10,E,Potrero Ave  :  15th St  -  16th St,10660000,04/28/2016 12:00:00 AM,Melanie,JBR,1.555555555555556,1.733333333333333,0.948074074074074,0,1,1,1,1,0.414814814814815,2.992592592592592,0.155555555555556,0.325925925925926,6,1,0.833333333333333,1,1,1,0.833333333333333,58,0.538988095238095,0.727777777777778,0.951785714285714,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,-122.407685,37.76708198,,Regular
,20th Ave -- California to Cabrillo,,2016-17,,Residential,Residential,"Mon 1st, 3rd 8AM to 10AM",R,1,C,20th Ave  :  California St  -  Clement St,999000,09/19/2016 12:00:00 AM,Jordan,JBR,1.44,1.28,0.9676,1,1,1,1,1,0,1,0,0.08,0,,,,,,,25,0.95,0.96,1,1,1,1,1,1,0,1,0,,,,,,,1,1,1,1,-122.4796509,37.78412535,,Regular
30,Kearny: Columbus - California,#30 Kearny: Columbus - California,2015-16,Clean Corridor,Commercial,Commercial,Fri 12PM to 5PM,R,3,A,Kearny St  :  California St  -  Sacramento St,7755000,11/05/2015 12:00:00 AM,Melanie,JBR,1.285714285714286,1.571428571428571,0.968095238095238,1,1,1,1,1,0.095238095238095,9.666666666666666,1.142857142857143,0.19047619047619,0,,,,,,,11,0.533333333333333,1,1,1,1,1,1,0,0,0,0,,,,,,,0,1,1,1,-122.4044184,37.79263866,,Regular
,Holloway Ave -- Bright to Monticello,,2016-17,,Residential,Residential,"Wed 2nd, 4th 1PM to 3PM",R,11,E,Holloway Ave  :  Bright St  -  Head St,6975000,07/27/2016 12:00:00 AM,Jordan,JBR,1,1,0.978571428571428,1,0,1,1,1,0,2.071428571428572,0,0.285714285714286,0,,,,,,,2,1,1,1,1,1,1,1,1,0,1,0,,,,,,,1,1,1,1,-122.4635816,37.7216861,,Regular
,Funston Ave -- Kirkham to Noriega,,2015-16,,Residential,Residential,"Fri 2nd, 4th 9AM to 11AM",R,7,F,Funston Ave  :  Moraga St  -  Noriega St,5972000,09/25/2015 12:00:00 AM,Melanie,JBR,1,1,0.99,1,1,1,1,1,0,0.733333333333333,0,0,0,,,,,,,9,1,0.888888888888889,1,1,1,1,1,1,0,1,1,,,,,,,1,0,1,1,-122.4700737,37.75639043,,Regular
41,Mission D: Silver - Harrington,#41 Mission D: Silver - Harrington,2016-17,Clean Corridor,Commercial,Residential/Commercial,Fri 12PM to 5PM,R,11,E,Mission St  :  Silver Ave  -  Tingley St,9155000,02/03/2017 12:00:00 AM,Jordan,JBR,1.214285714285714,1.571428571428571,0.959285714285714,1,1,1,1,1,0.142857142857143,2,1.928571428571429,0.142857142857143,3,1,1,1,1,1,1,11,0.875,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,-122.4312938,37.72872955,,Regular
,Chestnut St -- Van Ness to Laguna,,2016-17,,Residential,Residential,"Tue 2nd, 4th 9AM to 11AM",R,2,A,Chestnut St  :  Franklin St  -  Gough St,3971000,08/09/2016 12:00:00 AM,Jordan,JBR,1,1,0.975625,1,0,1,1,1,0,1.1875,0,0.125,1,1,1,1,1,1,1,10,0.694444444444444,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,-122.4263773,37.80207187,,Regular
26,San Bruno: Silver - Wayland,#26 San Bruno: Silver - Wayland,2015-16,Clean Corridor,Commercial,Public/Commercial,Fri 12PM to 5PM,L,9,D,San Bruno Ave  :  Silver Ave  -  Silliman St,11373000,10/23/2015 12:00:00 AM,Melanie,JBR,1.303333333333334,1.593333333333333,0.967233333333333,1,1,0,1,1,0.05,2.406666666666667,1.266666666666667,0.166666666666667,3,1,1,1,1,1,1,41,0.579861111111111,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,-122.4056075,37.73243866,,Regular
,25th Ave -- Lincoln Way to Lawton,,2015-16,,Residential,Residential,"Tues 2nd, 4th  8AM to 10AM",L,4,F,25th Ave  :  Judah St  -  Kirkham St,1383000,03/08/2016 12:00:00 AM,Melanie,JBR,1.15,1.15,0.9695,1,1,0,1,1,0.05,5.449999999999999,0,0.3,0,,,,,,,41,0.927083333333333,0.979166666666667,0.5,0.979166666666667,1,1,1,0,0,1,0,,,,,,,1,1,0,1,-122.4834231,37.76141728,,Regular
,Montecito Ave -- Monterey to Eastwood,,2016-17,,Residential,Residential,"Thur 1st, 3rd 1PM to 3PM",L,7,F,Montecito Ave  :  Northwood Dr  -  Eastwood Dr,9271000,09/01/2016 12:00:00 AM,Jordan,JBR,1,1,0.983333333333333,1,1,1,1,1,0,0,0,0,0,,,,,,,8,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,1,1,1,-122.4568253,37.72956803,,Regular
,26th Ave -- Seacliff to California,,2015-16,,Residential,Residential,"Mon 1st, 3rd 9AM to 11AM",L,1,C,26th Ave  :  Lake St  -  California St,1470000,07/06/2015 12:00:00 AM,Saul,JBR,1,1.166666666666667,0.918333333333333,0,0,0,1,1,0,0.791666666666667,0,0,0,,,,,,,34,1,0.941666666666667,0.866666666666667,0.983333333333333,1,1,1,1,0,1,1,,,,,,,1,1,0,1,-122.4862238,37.78569713,,Regular
20,West Portal: Ulloa - 15th Ave,#20 West Portal: Ulloa - 15th Ave,2015-16,Clean Corridor,Commercial,Commercial,Fri 12PM to 5PM,L,7,F,West Portal Ave  :  Ulloa St  -  Vicente St,13577101,04/01/2016 12:00:00 AM,Melanie,JBR,1,1,0.967333333333333,1,0,1,1,1,0.047619047619048,2.214285714285714,0,0,5,1,1,1,1,1,1,60,0.957729468599034,1,0.859806763285024,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,-122.465829,37.74089198,,Regular
7,Grant: Broadway - California,#7 Grant: Broadway - California,2016-17,Clean Corridor,Commercial,Mixed Use/Commercial,Wed 12PM to 5PM,L,3,A,Grant Ave  :  California St  -  Sacramento St,6392000,11/02/2016 12:00:00 AM,Ladavid,JBR,1.761904761904762,1.761904761904762,0.954761904761905,1,1,1,1,1,0,2.666666666666667,1.619047619047619,0.19047619047619,1,1,1,1,1,1,1,0,,,,,1,1,1,1,0,0,0,1,1,1,1,1,1,,,,,-122.4059381,37.79245075,,Regular
,Guerrero St -- 21st to 26th St,,2016-17,,Residential,Residential,Thurs 12PM to 5pm,R,8,D,Guerrero St  :  21st St  -  22nd St,6583201,11/10/2016 12:00:00 AM,Jordan,JBR,1.08125,1.175,0.959770833333333,1,1,1,1,1,0,1.870833333333333,0,0.254166666666667,0,,,,,,,56,1,0.988636363636364,1,1,1,1,1,1,0,1,0,,,,,,,1,1,1,1,-122.4233306,37.75676878,,Regular
,Silliman St -- Brussels to Bowdoin,,2015-16,,Residential,Residential,Fri 12PM to 5PM,L,9,D,Silliman St  :  Hamilton St  -  Bowdoin St,11879000,05/13/2016 12:00:00 AM,Gary,JBR,1,1,0.957,0,1,1,1,1,0,0.1,0,0,0,,,,,,,25,0.716190476190476,0.971428571428572,0.771428571428572,1,1,1,1,1,0,1,1,,,,,,,0,1,0,1,-122.4110145,37.72968772,,Regular
